site_id,Baseline LSTM (No TL),Baseline LSTM (TL),Context-Aware Selective Learning,Deep Context LSTM (Always TL),Deep Context LSTM (No TL),Random Forest,Site-Hard Expert Selector,cell_id,cosine_similarity,months_used,delta_rmse_always_tl_vs_no_tl,delta_rmse_selective_tl_vs_no_tl,delta_rmse_oracle_tl_vs_no_tl,helped_by_always_tl,helped_by_selective_tl
29366,0.7355479001998901,0.7621118426322937,0.8529567718505859,0.8434587121009827,0.8639339804649353,0.9322341561463866,0.8434587008796762,22059.0,0.33681178,73.0,-0.020475268363952637,-0.010977208614349365,-0.020475279585259076,True,True
29373,0.9983268976211548,0.9751557111740112,0.890191376209259,0.9370984435081482,0.8646940588951111,0.9722091993319699,0.9370984543267005,36514.0,0.29503244,72.0,0.07240438461303711,0.02549731731414795,0.07240439543158939,False,False
29419,1.4819111824035645,1.4497030973434448,1.4761955738067627,1.4270457029342651,1.5452425479888916,1.5014529372323502,1.427045655826566,67575.0,0.2343009,75.0,-0.11819684505462646,-0.0690469741821289,-0.11819689216232554,True,True
29465,1.3328958749771118,1.290737509727478,1.1101131439208984,1.0887371301651,1.0117344856262207,1.215847947195913,1.215847947195913,36509.0,0.41363707,33.0,0.0770026445388794,0.09837865829467773,0.20411346156969223,False,False
29476,0.8397266268730164,0.8625692129135132,1.0282810926437378,0.9619746804237366,1.0884954929351807,1.066393584150345,0.9619746270464797,7658.0,0.28703186,71.0,-0.1265208125114441,-0.06021440029144287,-0.12652086588870093,True,True
29532,0.7172704935073853,0.7710319757461548,0.6094258427619934,0.8114591240882874,0.8303367495536804,0.5452026332455155,0.8303367605419745,62400.0,0.38090703,68.0,-0.018877625465393066,-0.220910906791687,1.0988294052438619e-08,True,True
29570,1.103714108467102,1.0987639427185059,1.0783835649490356,1.1570217609405518,1.1775434017181396,1.1169813966623054,1.1169813966623054,154276.0,0.27907047,74.0,-0.02052164077758789,-0.099159836769104,-0.0605620050558342,True,True
29581,1.5479626655578613,1.5548137426376343,1.2644399404525757,1.289345145225525,1.3581821918487549,1.2617021190324822,1.3581821313545015,,,,-0.06883704662322998,-0.0937422513961792,-6.049425338439107e-08,True,True
29599,1.4314427375793457,1.4857038259506226,1.4597257375717163,1.4765454530715942,1.4871467351913452,1.3284126989205356,1.4871468572402038,82879.0,0.22535819,75.0,-0.010601282119750977,-0.027420997619628906,1.2204885857514114e-07,True,True
29680,1.2043131589889526,1.2539433240890503,1.4014897346496582,1.4404761791229248,1.3775829076766968,1.2911346444308984,1.4404762305011516,28977.0,0.39026245,75.0,0.06289327144622803,0.023906826972961426,0.06289332282445481,False,False
29708,0.9115194082260132,0.8883376121520996,0.8540502190589905,0.8412266373634338,0.9187513589859009,0.866206491213363,0.841226640849949,60735.0,0.1594778,71.0,-0.07752472162246704,-0.0647011399269104,-0.07752471813595185,True,True
29740,1.2268668413162231,1.2341876029968262,1.2723451852798462,1.2703620195388794,1.3285146951675415,1.2945748086331614,1.2703620005582734,69646.0,0.320812,42.0,-0.05815267562866211,-0.05616950988769531,-0.058152694609268085,True,True
