site_id,model_family,rmse,mae,n
12279,Deep Context LSTM (No TL),1.2456079721450806,0.950806736946106,29
12279,Random Forest,1.4147716415384455,1.1490849712335223,29
12281,Random Forest,0.7872504305512826,0.6666472098477253,23
12281,Deep Context LSTM (No TL),1.1947194337844849,0.9876624941825867,23
12281,Context-Aware Selective Learning,1.2304911613464355,1.0726919174194336,23
12281,Deep Context LSTM (Always TL),1.2514758110046387,1.1114270687103271,23
12281,Site-Hard Expert Selector,1.2514758110046387,1.1114270687103271,23
12282,Deep Context LSTM (No TL),1.6921478509902954,1.2093288898468018,33
12282,Context-Aware Selective Learning,1.7042782306671143,1.2461159229278564,33
12282,Deep Context LSTM (Always TL),1.7451690435409546,1.2834312915802002,33
12282,Site-Hard Expert Selector,1.7451690435409546,1.2834312915802002,33
12282,Random Forest,1.7604985607292567,1.1043102991757432,33
12283,Random Forest,1.0407231775769228,0.7506142069515671,36
12283,Deep Context LSTM (Always TL),1.1004496812820435,0.7882198691368103,36
12283,Site-Hard Expert Selector,1.1004496812820435,0.7882198691368103,36
12283,Context-Aware Selective Learning,1.1061402559280396,0.8003028035163879,36
12283,Deep Context LSTM (No TL),1.1417975425720215,0.8686286807060242,36
12285,Random Forest,1.053479716990623,0.8522767130145047,35
12285,Context-Aware Selective Learning,1.20469331741333,0.9254005551338196,35
12285,Deep Context LSTM (No TL),1.2068707942962646,0.8950104713439941,35
12285,Deep Context LSTM (Always TL),1.2127962112426758,0.9560623168945312,35
12285,Site-Hard Expert Selector,1.2127962112426758,0.9560623168945312,35
12294,Context-Aware Selective Learning,0.8812524676322937,0.7348297238349915,30
12294,Deep Context LSTM (Always TL),0.8926525115966797,0.7024415731430054,30
12294,Site-Hard Expert Selector,0.8926525115966797,0.7024415731430054,30
12294,Random Forest,0.898421161662939,0.6826779293676438,30
12294,Deep Context LSTM (No TL),0.8995178937911987,0.7750725150108337,30
12299,Random Forest,1.2895958387624946,0.8014069351402513,37
12299,Deep Context LSTM (Always TL),1.2971210479736328,0.9133403897285461,37
12299,Site-Hard Expert Selector,1.2971210479736328,0.9133403897285461,37
12299,Context-Aware Selective Learning,1.3014546632766724,0.8935966491699219,37
12299,Deep Context LSTM (No TL),1.330662727355957,0.9203580617904663,37
12303,Random Forest,1.261688564402289,1.0549358240473565,34
12303,Deep Context LSTM (No TL),1.3903521299362183,1.1956323385238647,34
12303,Context-Aware Selective Learning,1.4122865200042725,1.2010120153427124,34
12303,Deep Context LSTM (Always TL),1.4420596361160278,1.2205678224563599,34
12303,Site-Hard Expert Selector,1.4420596361160278,1.2205678224563599,34
12304,Deep Context LSTM (Always TL),1.8558377027511597,1.1721199750900269,37
12304,Site-Hard Expert Selector,1.8558377027511597,1.1721199750900269,37
12304,Context-Aware Selective Learning,1.874189853668213,1.1952276229858398,37
12304,Deep Context LSTM (No TL),1.9128786325454712,1.2472225427627563,37
12304,Random Forest,1.9356086613993344,1.1869921518432338,37
12311,Random Forest,0.9454103251312012,0.6760214549464938,35
12311,Deep Context LSTM (Always TL),1.0920404195785522,0.7933581471443176,35
12311,Site-Hard Expert Selector,1.0920404195785522,0.7933581471443176,35
12311,Context-Aware Selective Learning,1.1179020404815674,0.8300707936286926,35
12311,Deep Context LSTM (No TL),1.1722980737686157,0.9130614399909973,35
12314,Deep Context LSTM (Always TL),1.4706429243087769,1.0714528560638428,37
12314,Site-Hard Expert Selector,1.4706429243087769,1.0714528560638428,37
12314,Random Forest,1.4811502993865853,1.0213732845221681,37
12314,Context-Aware Selective Learning,1.4822536706924438,1.0736958980560303,37
12314,Deep Context LSTM (No TL),1.5161247253417969,1.0891026258468628,37
12319,Random Forest,1.0027553901456296,0.7031398701598642,37
12319,Deep Context LSTM (Always TL),1.0175957679748535,0.7807856202125549,37
12319,Site-Hard Expert Selector,1.0175957679748535,0.7807856202125549,37
12319,Context-Aware Selective Learning,1.0218976736068726,0.7831505537033081,37
12319,Deep Context LSTM (No TL),1.0546005964279175,0.8316172361373901,37
12331,Random Forest,1.0980895957103776,0.8725044742357086,37
12331,Deep Context LSTM (Always TL),1.2128313779830933,1.0070374011993408,37
12331,Site-Hard Expert Selector,1.2128313779830933,1.0070374011993408,37
12331,Context-Aware Selective Learning,1.2232543230056763,1.0258703231811523,37
12331,Deep Context LSTM (No TL),1.2568761110305786,1.0556707382202148,37
12337,Random Forest,1.256795505029453,0.9887394459652938,37
12337,Deep Context LSTM (Always TL),1.2653789520263672,1.0165843963623047,37
12337,Site-Hard Expert Selector,1.2653789520263672,1.0165843963623047,37
12337,Context-Aware Selective Learning,1.2847349643707275,1.0287444591522217,37
12337,Deep Context LSTM (No TL),1.3273327350616455,1.0722588300704956,37
12354,Context-Aware Selective Learning,1.1929415464401245,0.8104581832885742,37
12354,Deep Context LSTM (Always TL),1.1992324590682983,0.8418077230453491,37
12354,Site-Hard Expert Selector,1.1992324590682983,0.8418077230453491,37
12354,Deep Context LSTM (No TL),1.2056235074996948,0.7959210276603699,37
12354,Random Forest,1.3102821956656292,0.8660290964774439,37
12363,Deep Context LSTM (Always TL),1.3491151332855225,1.0707522630691528,35
12363,Site-Hard Expert Selector,1.3491151332855225,1.0707522630691528,35
