site_id,driver_code,driver,lag,corr,n_overlap,coverage_months,abs_corr,driver_lag
30247,pr_a,Precipitation anomaly,3,0.2746275411798881,85,85,0.2746275411798881,Precipitation t-3
30247,sm_a,Soil moisture anomaly,1,0.19711464152289848,85,85,0.19711464152289848,Soil moisture t-1
30247,tsmp_wtda,TSMP wtda,3,0.38276614577246,85,85,0.38276614577246,TSMP wtda t-3
30249,pr_a,Precipitation anomaly,3,-0.20972022147570382,113,113,0.20972022147570382,Precipitation t-3
30249,sm_a,Soil moisture anomaly,2,0.11542210006881828,113,113,0.11542210006881828,Soil moisture t-2
30249,tsmp_wtda,TSMP wtda,3,-0.203081278084536,113,113,0.203081278084536,TSMP wtda t-3
30265,pr_a,Precipitation anomaly,1,-0.20397904525623128,151,151,0.20397904525623128,Precipitation t-1
30265,sm_a,Soil moisture anomaly,3,0.25079959535301627,151,151,0.25079959535301627,Soil moisture t-3
30265,tsmp_wtda,TSMP wtda,1,0.10411218987301958,151,151,0.10411218987301958,TSMP wtda t-1
30341,pr_a,Precipitation anomaly,3,-0.1520654212024852,122,122,0.1520654212024852,Precipitation t-3
30341,sm_a,Soil moisture anomaly,1,0.21173262771117227,122,122,0.21173262771117227,Soil moisture t-1
30341,tsmp_wtda,TSMP wtda,3,-0.39924264498054274,122,122,0.39924264498054274,TSMP wtda t-3
30380,pr_a,Precipitation anomaly,2,-0.09049704575104314,66,66,0.09049704575104314,Precipitation t-2
30380,sm_a,Soil moisture anomaly,2,-0.06219065443897135,66,66,0.06219065443897135,Soil moisture t-2
30380,tsmp_wtda,TSMP wtda,1,0.1303796909917376,66,66,0.1303796909917376,TSMP wtda t-1
30385,pr_a,Precipitation anomaly,1,0.17502544120975044,122,122,0.17502544120975044,Precipitation t-1
30385,sm_a,Soil moisture anomaly,3,0.20300199131300192,122,122,0.20300199131300192,Soil moisture t-3
30385,tsmp_wtda,TSMP wtda,2,-0.16130214268904525,122,122,0.16130214268904525,TSMP wtda t-2
30425,pr_a,Precipitation anomaly,2,0.06673038453741095,127,127,0.06673038453741095,Precipitation t-2
30425,sm_a,Soil moisture anomaly,1,0.05723067224433243,127,127,0.05723067224433243,Soil moisture t-1
30425,tsmp_wtda,TSMP wtda,3,0.17333692859360422,127,127,0.17333692859360422,TSMP wtda t-3
30427,pr_a,Precipitation anomaly,2,0.18041442961262494,127,127,0.18041442961262494,Precipitation t-2
30427,sm_a,Soil moisture anomaly,2,0.22943367378899496,127,127,0.22943367378899496,Soil moisture t-2
30427,tsmp_wtda,TSMP wtda,1,-0.10673608207314576,127,127,0.10673608207314576,TSMP wtda t-1
30474,pr_a,Precipitation anomaly,2,0.18184581330475602,139,139,0.18184581330475602,Precipitation t-2
30474,sm_a,Soil moisture anomaly,1,0.08727872604769356,139,139,0.08727872604769356,Soil moisture t-1
30474,tsmp_wtda,TSMP wtda,1,-0.16287523331374476,139,139,0.16287523331374476,TSMP wtda t-1
30578,pr_a,Precipitation anomaly,2,-0.18715242023929116,154,154,0.18715242023929116,Precipitation t-2
30578,sm_a,Soil moisture anomaly,2,0.06740329532064991,154,154,0.06740329532064991,Soil moisture t-2
30578,tsmp_wtda,TSMP wtda,2,-0.09423214418904408,154,154,0.09423214418904408,TSMP wtda t-2
30586,pr_a,Precipitation anomaly,3,-0.185125564027108,150,150,0.185125564027108,Precipitation t-3
30586,sm_a,Soil moisture anomaly,1,-0.06826831746089379,150,150,0.06826831746089379,Soil moisture t-1
30586,tsmp_wtda,TSMP wtda,3,0.12620665119444407,150,150,0.12620665119444407,TSMP wtda t-3
30638,pr_a,Precipitation anomaly,2,0.28833370867983565,66,66,0.28833370867983565,Precipitation t-2
30638,sm_a,Soil moisture anomaly,1,-0.11886587544631505,66,66,0.11886587544631505,Soil moisture t-1
30638,tsmp_wtda,TSMP wtda,1,0.21338734220317437,66,66,0.21338734220317437,TSMP wtda t-1
30656,pr_a,Precipitation anomaly,1,0.03915644362564228,106,106,0.03915644362564228,Precipitation t-1
30656,sm_a,Soil moisture anomaly,1,-0.08825030317669613,106,106,0.08825030317669613,Soil moisture t-1
30656,tsmp_wtda,TSMP wtda,2,0.2500769468398778,106,106,0.2500769468398778,TSMP wtda t-2
30760,pr_a,Precipitation anomaly,1,0.0930024431962519,132,132,0.0930024431962519,Precipitation t-1
30760,sm_a,Soil moisture anomaly,3,-0.2766128582972707,132,132,0.2766128582972707,Soil moisture t-3
30760,tsmp_wtda,TSMP wtda,1,0.23552082625760457,132,132,0.23552082625760457,TSMP wtda t-1
30788,pr_a,Precipitation anomaly,1,-0.22252493888092076,81,81,0.22252493888092076,Precipitation t-1
30788,sm_a,Soil moisture anomaly,1,0.14884201955238865,81,81,0.14884201955238865,Soil moisture t-1
30788,tsmp_wtda,TSMP wtda,2,0.3054387711195075,81,81,0.3054387711195075,TSMP wtda t-2
30795,pr_a,Precipitation anomaly,2,0.37835114018635574,137,137,0.37835114018635574,Precipitation t-2
30795,sm_a,Soil moisture anomaly,1,0.1203822379117881,137,137,0.1203822379117881,Soil moisture t-1
30795,tsmp_wtda,TSMP wtda,1,-0.0601908081708863,137,137,0.0601908081708863,TSMP wtda t-1
30808,pr_a,Precipitation anomaly,1,-0.08988249944004331,121,121,0.08988249944004331,Precipitation t-1
30808,sm_a,Soil moisture anomaly,1,0.08751771149041478,121,121,0.08751771149041478,Soil moisture t-1
30808,tsmp_wtda,TSMP wtda,2,-0.17624973927441875,121,121,0.17624973927441875,TSMP wtda t-2
30832,pr_a,Precipitation anomaly,3,0.08475927896309657,122,122,0.08475927896309657,Precipitation t-3
30832,sm_a,Soil moisture anomaly,3,-0.12072140780493705,122,122,0.12072140780493705,Soil moisture t-3
30832,tsmp_wtda,TSMP wtda,3,-0.08454915033185614,122,122,0.08454915033185614,TSMP wtda t-3
30868,pr_a,Precipitation anomaly,1,-0.11192724298188024,134,134,0.11192724298188024,Precipitation t-1
30868,sm_a,Soil moisture anomaly,1,0.20933288153795868,134,134,0.20933288153795868,Soil moisture t-1
30868,tsmp_wtda,TSMP wtda,1,-0.16974573238460194,134,134,0.16974573238460194,TSMP wtda t-1
30919,pr_a,Precipitation anomaly,3,0.29292226878924754,111,111,0.29292226878924754,Precipitation t-3
30919,sm_a,Soil moisture anomaly,1,0.1743939704875153,111,111,0.1743939704875153,Soil moisture t-1
30919,tsmp_wtda,TSMP wtda,1,-0.18456760039662348,111,111,0.18456760039662348,TSMP wtda t-1
30981,pr_a,Precipitation anomaly,1,0.26630054577629214,36,36,0.26630054577629214,Precipitation t-1
30981,sm_a,Soil moisture anomaly,3,-0.461275139658991,36,36,0.461275139658991,Soil moisture t-3
30981,tsmp_wtda,TSMP wtda,2,0.2362891713378384,36,36,0.2362891713378384,TSMP wtda t-2
31008,pr_a,Precipitation anomaly,3,-0.09707060739872439,121,121,0.09707060739872439,Precipitation t-3
